,volume,open,high,low,close,caldt
258,41754,557.54,557.61,557.52,557.55,2024-07-17 13:48:00-04:00
259,96193,557.56,557.62,557.47,557.595,2024-07-17 13:49:00-04:00
260,164665,557.59,557.66,557.32,557.32,2024-07-17 13:50:00-04:00
261,91027,557.36,557.38,557.21,557.32,2024-07-17 13:51:00-04:00
262,50651,557.33,557.36,557.17,557.25,2024-07-17 13:52:00-04:00
263,48289,557.25,557.3,557.16,557.18,2024-07-17 13:53:00-04:00
264,31249,557.1872,557.23,557.12,557.16,2024-07-17 13:54:00-04:00
265,50726,557.155,557.38,557.15,557.27,2024-07-17 13:55:00-04:00
266,76970,557.26,557.44,557.26,557.36,2024-07-17 13:56:00-04:00
267,31125,557.34,557.35,557.22,557.23,2024-07-17 13:57:00-04:00
268,35068,557.24,557.305,557.165,557.1905,2024-07-17 13:58:00-04:00
269,59893,557.2,557.32,557.1995,557.3157,2024-07-17 13:59:00-04:00
270,54494,557.33,557.33,557.1,557.13,2024-07-17 14:00:00-04:00
271,86152,557.14,557.22,557.02,557.13,2024-07-17 14:01:00-04:00
272,114047,557.13,557.138,556.94,556.94,2024-07-17 14:02:00-04:00
273,74731,556.91,557.1185,556.91,557.1,2024-07-17 14:03:00-04:00
274,70126,557.09,557.14,556.99,557.035,2024-07-17 14:04:00-04:00
275,55912,557.035,557.04,556.91,557.035,2024-07-17 14:05:00-04:00
276,64492,557.035,557.13,556.84,556.9087,2024-07-17 14:06:00-04:00
277,62966,556.92,557.28,556.9,557.22,2024-07-17 14:07:00-04:00
278,72220,557.205,557.52,557.14,557.39,2024-07-17 14:08:00-04:00
279,62204,557.38,557.51,557.33,557.38,2024-07-17 14:09:00-04:00
280,56331,557.34,557.54,557.3299,557.51,2024-07-17 14:10:00-04:00
281,35286,557.51,557.585,557.4201,557.53,2024-07-17 14:11:00-04:00
282,57270,557.53,557.7,557.53,557.7,2024-07-17 14:12:00-04:00
283,38660,557.6857,557.71,557.48,557.49,2024-07-17 14:13:00-04:00
284,33216,557.52,557.6,557.34,557.34,2024-07-17 14:14:00-04:00
285,56036,557.36,557.77,557.3308,557.77,2024-07-17 14:15:00-04:00
286,86699,557.78,557.85,557.66,557.6947,2024-07-17 14:16:00-04:00
287,29466,557.68,557.88,557.66,557.82,2024-07-17 14:17:00-04:00
288,137856,557.81,557.89,557.6001,557.69,2024-07-17 14:18:00-04:00
289,75347,557.69,557.87,557.69,557.87,2024-07-17 14:19:00-04:00
290,231376,557.88,558.15,557.86,558.13,2024-07-17 14:20:00-04:00
291,56738,558.12,558.12,557.79,557.93,2024-07-17 14:21:00-04:00
292,70341,557.92,557.99,557.78,557.89,2024-07-17 14:22:00-04:00
