timestamp,today_open,current_close,yesterday_close,upper_bound,lower_bound,sigma,signal
2024-10-28 09:31:03.957701-04:00,578.71,581.885,579.04,579.4167955942029,578.3334191449276,0.0006507246376811597,1
2024-10-28 09:32:04.243104-04:00,578.71,582.08,579.04,579.473860405797,578.2763868550725,0.0007492753623188408,1
2024-10-28 09:33:04.168695-04:00,578.71,582.45,579.04,579.5376387246376,578.212644884058,0.0008594202898550725,1
2024-10-28 09:34:04.188166-04:00,578.71,582.355,579.04,579.610648115942,578.1396771014494,0.0009855072463768116,1
2024-10-28 09:35:04.123147-04:00,578.71,582.225,579.04,579.6165224347825,578.1338061304348,0.0009956521739130436,1
2024-10-28 09:36:04.032519-04:00,578.71,582.21,579.04,579.6786223768115,578.0717415797102,0.0011028985507246377,1
2024-10-28 09:37:04.174371-04:00,578.71,582.205,579.04,579.6828183188405,578.0675480289856,0.001110144927536232,1
2024-10-28 09:38:04.145867-04:00,578.71,581.87,579.04,579.6928885797101,578.0574835072464,0.0011275362318840586,1
2024-10-28 09:39:04.025425-04:00,578.71,581.79,579.04,579.7499533913043,578.0004512173914,0.0012260869565217393,1
2024-10-28 09:40:04.088012-04:00,578.71,581.82,579.04,579.7424006956521,578.0079996086956,0.00121304347826087,1
2024-10-28 09:41:04.051068-04:00,578.71,581.88,579.04,579.7155466666667,578.0348383333334,0.0011666666666666672,1
2024-10-28 09:42:04.050285-04:00,578.71,581.73,579.04,579.7382047536231,578.0121931594203,0.0012057971014492756,1
2024-10-28 09:43:03.993574-04:00,578.71,581.64,579.04,579.7768074202897,577.9736124927537,0.0012724637681159425,1
2024-10-28 09:44:03.939739-04:00,578.71,581.8,579.04,579.801143884058,577.9492898985508,0.0013144927536231884,1
2024-10-28 09:45:03.957828-04:00,578.71,581.7,579.04,579.8733140869564,577.877160826087,0.0014391304347826093,1
2024-10-28 09:46:03.957494-04:00,578.71,581.65,579.04,579.90856,577.841935,0.0015000000000000005,1
2024-10-28 09:47:03.957535-04:00,578.71,581.73,579.04,579.900168115942,577.8503221014493,0.0014855072463768122,1
2024-10-28 09:48:04.348604-04:00,578.71,581.81,579.04,579.9438059130434,577.8067091739131,0.0015608695652173908,1
2024-10-28 09:49:04.103528-04:00,578.71,581.69,579.04,579.9505194202899,577.7999994927536,0.0015724637681159418,1
2024-10-28 09:50:04.114208-04:00,578.71,581.825,579.04,580.0025491014493,577.7479994637682,0.00166231884057971,1
2024-10-28 09:51:03.978584-04:00,578.71,581.61,579.04,580.0168153043478,577.7337413913044,0.0016869565217391314,1
2024-10-28 09:52:03.995814-04:00,578.71,581.48,579.04,580.0067450434782,577.7438059130435,0.0016695652173913049,1
2024-10-28 09:53:03.937745-04:00,578.71,581.505,579.04,579.9933180289854,577.7572252753623,0.001646376811594203,1
2024-10-28 09:54:03.877523-04:00,578.71,581.51,579.04,580.0168153043478,577.7337413913044,0.0016869565217391303,1
2024-10-28 09:55:03.830432-04:00,578.71,581.49,579.04,580.0042274782609,577.7463220434784,0.001665217391304348,1
2024-10-28 09:56:03.865616-04:00,578.71,581.74,579.04,580.1024125217391,577.6481929565218,0.0018347826086956528,1
2024-10-28 09:57:03.789736-04:00,578.71,581.46,579.04,580.1183571014493,577.6322574637682,0.0018623188405797097,1
