,volume,open,high,low,close,caldt
294,50655,561.52,561.7,561.52,561.58,2024-07-15 14:24:00-04:00
295,31996,561.5786,561.58,561.44,561.48,2024-07-15 14:25:00-04:00
296,27119,561.485,561.53,561.445,561.45,2024-07-15 14:26:00-04:00
297,106517,561.46,561.63,561.46,561.62,2024-07-15 14:27:00-04:00
298,76391,561.63,561.84,561.6,561.83,2024-07-15 14:28:00-04:00
299,50939,561.84,561.85,561.7301,561.8101,2024-07-15 14:29:00-04:00
300,50797,561.81,561.87,561.69,561.863,2024-07-15 14:30:00-04:00
301,35726,561.858,562.0,561.8,561.9997,2024-07-15 14:31:00-04:00
302,145821,561.9905,562.42,561.94,562.385,2024-07-15 14:32:00-04:00
303,117582,562.38,562.5,562.29,562.34,2024-07-15 14:33:00-04:00
304,87329,562.3431,562.4,562.28,562.35,2024-07-15 14:34:00-04:00
305,46055,562.35,562.38,562.25,562.32,2024-07-15 14:35:00-04:00
306,24397,562.31,562.4199,562.31,562.3499,2024-07-15 14:36:00-04:00
307,121632,562.33,562.33,561.7633,561.83,2024-07-15 14:37:00-04:00
308,51738,561.8091,561.95,561.71,561.89,2024-07-15 14:38:00-04:00
309,28950,561.89,561.97,561.81,561.93,2024-07-15 14:39:00-04:00
310,38270,561.96,562.03,561.92,561.99,2024-07-15 14:40:00-04:00
311,28578,561.99,562.03,561.95,562.03,2024-07-15 14:41:00-04:00
312,58043,562.0277,562.0277,561.64,561.82,2024-07-15 14:42:00-04:00
313,31164,561.8,561.8,561.71,561.76,2024-07-15 14:43:00-04:00
314,20674,561.77,561.8599,561.77,561.859,2024-07-15 14:44:00-04:00
315,25770,561.8642,561.8701,561.7,561.72,2024-07-15 14:45:00-04:00
316,18868,561.73,561.85,561.71,561.8301,2024-07-15 14:46:00-04:00
317,88725,561.83,561.98,561.7955,561.965,2024-07-15 14:47:00-04:00
318,56455,561.98,562.1099,561.94,562.1099,2024-07-15 14:48:00-04:00
319,38911,562.13,562.14,561.97,562.0,2024-07-15 14:49:00-04:00
320,34527,561.96,561.99,561.75,561.7801,2024-07-15 14:50:00-04:00
321,22287,561.81,562.01,561.8,562.01,2024-07-15 14:51:00-04:00
322,20633,562.02,562.07,561.9799,562.02,2024-07-15 14:52:00-04:00
323,19857,562.01,562.01,561.85,561.94,2024-07-15 14:53:00-04:00
324,14217,561.96,561.9693,561.89,561.94,2024-07-15 14:54:00-04:00
325,30433,561.91,561.97,561.8,561.93,2024-07-15 14:55:00-04:00
326,36590,561.94,561.94,561.8,561.86,2024-07-15 14:56:00-04:00
327,31452,561.87,561.96,561.87,561.96,2024-07-15 14:57:00-04:00
328,39984,561.955,562.1,561.91,562.0676,2024-07-15 14:58:00-04:00
329,63760,562.08,562.295,562.03,562.275,2024-07-15 14:59:00-04:00
330,70983,562.28,562.3,562.08,562.14,2024-07-15 15:00:00-04:00
331,49311,562.14,562.19,562.0713,562.145,2024-07-15 15:01:00-04:00
332,167222,562.1401,562.18,562.08,562.12,2024-07-15 15:02:00-04:00
333,45917,562.1,562.1892,561.97,562.13,2024-07-15 15:03:00-04:00
334,162699,562.15,562.18,562.12,562.12,2024-07-15 15:04:00-04:00
335,109753,562.115,562.115,561.91,561.98,2024-07-15 15:05:00-04:00
336,41134,561.97,562.11,561.95,562.01,2024-07-15 15:06:00-04:00
337,49048,562.01,562.07,562.0,562.03,2024-07-15 15:07:00-04:00
338,43631,562.03,562.18,562.0,562.17,2024-07-15 15:08:00-04:00
339,113555,562.18,562.37,562.17,562.21,2024-07-15 15:09:00-04:00
340,30280,562.195,562.335,562.162,562.335,2024-07-15 15:10:00-04:00
341,33412,562.3201,562.33,562.21,562.3,2024-07-15 15:11:00-04:00
342,29535,562.29,562.29,562.23,562.25,2024-07-15 15:12:00-04:00
343,68874,562.25,562.27,562.1287,562.15,2024-07-15 15:13:00-04:00
344,41873,562.165,562.3,562.15,562.28,2024-07-15 15:14:00-04:00
345,44830,562.29,562.36,562.16,562.35,2024-07-15 15:15:00-04:00
346,81878,562.3593,562.4585,562.29,562.44,2024-07-15 15:16:00-04:00
347,64251,562.47,562.53,562.38,562.4,2024-07-15 15:17:00-04:00
348,39829,562.415,562.47,562.38,562.455,2024-07-15 15:18:00-04:00
349,52589,562.46,562.56,562.445,562.54,2024-07-15 15:19:00-04:00
350,78520,562.54,562.54,562.3122,562.37,2024-07-15 15:20:00-04:00
351,143352,562.365,562.365,562.16,562.194,2024-07-15 15:21:00-04:00
352,42690,562.2,562.3495,562.19,562.345,2024-07-15 15:22:00-04:00
353,44564,562.34,562.47,562.34,562.4,2024-07-15 15:23:00-04:00
354,20158,562.39,562.52,562.39,562.52,2024-07-15 15:24:00-04:00
355,40105,562.52,562.53,562.3,562.34,2024-07-15 15:25:00-04:00
356,84440,562.34,562.35,562.22,562.26,2024-07-15 15:26:00-04:00
357,29036,562.25,562.34,562.23,562.3,2024-07-15 15:27:00-04:00
358,23837,562.29,562.33,562.1605,562.1605,2024-07-15 15:28:00-04:00
359,91881,562.17,562.1801,562.02,562.0699,2024-07-15 15:29:00-04:00
360,93232,562.07,562.16,561.97,562.09,2024-07-15 15:30:00-04:00
